"","POS_SALE_BRANCH","sumB","sumSLOPE","sumSIDING","sumWINDOW","sumOTHER","meanD","meanPD","risk","meanCL","percent_PD","percent_D","clusterNum","clusterNum"
"345",539,1301224.4,8018.26,600764.96,79639.93,1225315.34,24.6945867393279,73.9370753860127,1.63851044504995,3487.01335149864,0.00568211565860683,0.00189779616331571,1,1
"346",540,1584019.84,20393.71,876470.65,101183.9,1149543.99,42.3987829854273,77.9149074438755,1.93619535250098,5567.21748719968,0.00491880881011412,0.00267665731923076,1,1
"347",541,3543776.25,78978.19,1835096.8,236679.93,2686506.54,71.412898021309,126.424414003044,1.88797564687976,7735.32079147641,0.00356750553884558,0.00201516385300311,1,1
"348",542,3462270.35,10910.91,2184392.35,567141.31,1302738.97,74.1221690476191,108.01760952381,1.92,3453.11113333333,0.00311984907602058,0.00214085445544768,1,1
"349",543,6558346.47,23135.35,3208402.12,1082527.44,4457738.84,525.80960126869,860.47941323063,2.41504304485727,8859.55272541912,0.0131203713796876,0.00801741115194072,1,5
"350",544,6679502.8,19208.83,2421890.77,784402.2,6850401.89,604.987268349066,818.768268156425,2.27509150452707,5430.82025813909,0.0122579223734501,0.00905736978430589,1,5
"351",545,8957779.61,171853.15,3802488.93,795314.97,8178990.99,153.780607297168,258.60735837734,2.02844455112818,7802.9507525204,0.00288695826015461,0.00171672684518265,1,1
"352",546,208285,718.19,147273.09,26023.02,67614.7,348.851033973412,412.445686853767,1.93500738552437,2629.141211226,0.198019870299718,0.16748735337322,1,1
"353",547,832780.7,5124.16,418177.54,91748.56,586414.46,-14.7630858468677,-7.87172853828306,1.58700696055684,3865.39067285383,-0.000945234266149908,-0.00177274591580566,1,1
"354",548,12734956.27,250542.11,6480056.95,1197017.86,9602657.11,495.455629043052,748.334007361142,2.14911889359804,7327.74039817087,0.00587621968615635,0.00389051692474364,1,5
"355",549,4534622.15,12172.1,2106621.42,697000.68,3298726.73,136.096758993951,146.154027379815,1.91212989493792,4507.79907035976,0.00322306958651043,0.0030012811319671,1,1
"356",551,35109804.1,9500360.73,4721196.75,674898.78,40561807.37,814.476526585054,1597.38052256532,2.10634021560387,22409.318974968,0.00454967084981634,0.00231979798082967,1,5
"357",552,24345893.54,90281.73,18431749.09,5656283.97,363465.06,119.961117068096,430.807355365288,1.88365207649836,5824.87583740098,0.00176952780417559,0.000492736554815709,1,5
"358",553,12836077.18,67914.66,4770312.67,3786690.41,8087998.96,379.680115819953,662.470442221637,1.96406949197157,7508.90623190313,0.00516100388718321,0.0029579139366,1,5
"359",554,15952447.77,1247695.28,6032232.32,213307.31,16956676.17,221.706662679426,679.042440191388,2.0506379585327,15112.7581977671,0.00425666612410659,0.00138979713882132,1,5
"360",555,19121038.46,1482222.52,1907521.95,427324.11,30551234.13,822.817830802603,1898.61990961678,2.31489515545915,20636.097208966,0.00992948115024489,0.00430320681862487,1,5
"361",558,8813981.45,2008462.99,2248096.64,1385366.14,6064509.28,30.8404045032072,142.000883623511,1.76816337216913,7018.15541693939,0.00161108670841951,0.000349903215455567,1,1
"362",559,6338254,140132.02,4618182.72,168005.14,2844069.79,142.660177304965,399.79974822695,2.13776595744681,4176.88221276596,0.00630772683182072,0.00225078037745039,1,1
"363",560,21126872.68,643386.95,3505054.04,653638.94,32758707.03,1371.20417823003,2317.03664816528,2.12889300030836,15326.0085599753,0.0109672485997359,0.00649033200038215,1,5
"364",561,21354507.44,3792224.3,4005483.37,759361.89,25397928.54,616.30109118657,1209.70555004451,2.12883123489762,3531.81052524482,0.0056648721748485,0.00288604685881048,1,5
"365",562,6373190.01,1226396.71,474811.65,78949.28,9121753.55,2134.45975240715,3248.27307427785,2.8232462173315,14653.6353645117,0.0509677738962918,0.0334912304365323,5,5
"366",564,27862619.53,2567494.26,185192.15,4396085.42,39928448.29,1709.73295264624,4053.24808913649,2.39554317548746,41831.7465905292,0.0145472613756661,0.00613629652016513,5,3
"367",566,9392727.87,229132.15,2865484.97,382102.59,11857692.03,646.276501328609,1867.86527900797,2.36403897254207,20996.0715057573,0.0198862918723948,0.00688060497731219,1,5
"368",567,5904361.85,270170.2,1651323.12,1034988.81,5791199.93,453.06533197556,703.158859470468,1.97352342158859,11735.5097841141,0.0119091423820928,0.00767340050433325,1,5
"369",574,6579348.84,587484.75,1377514.66,206135.54,8687186.27,1266.64887387387,2571.54916666667,2.79504504504505,8894.44746621622,0.0390851622129017,0.0192518880618264,1,5
"370",575,5230182.3,169553.9,1156163.37,65899.23,7674016.43,2960.50954180985,4019.44946162658,2.24169530355097,18895.5194272623,0.0768510394298603,0.0566043279564051,5,5
"371",577,7948471.23,1141862.94,117295.89,81227.89,13260240.87,728.074554455446,1418.53932216299,2.57501904036558,16865.8369383092,0.0178466937995445,0.00915993193392291,1,5
"372",578,16260852.62,440063.46,1293547.59,516363.58,28298616.07,870.844612365064,2912.28873405299,2.35721295387635,19937.6910696762,0.017909815691159,0.00535546710074704,1,5
"373",579,3144011.58,304381.27,261891.91,27479.42,5062889.28,1194.11450854701,3737.73521367521,2.22008547008547,20309.4257478632,0.118884269938828,0.0379806014756157,5,5
"374",581,2671417.33,158031.95,559838.6,115879.26,3689369.4,829.319368686869,1677.34179292929,2.28535353535354,27053.2446969697,0.0627884596724276,0.031044171173617,1,5
"375",585,2104685.56,793209.02,281886.59,80804.22,1894868.46,749.353817427386,1311.00738589212,2.23651452282158,11937.4714522822,0.0622899406356984,0.0356040746261112,1,5
"376",586,2330286.08,98329.06,141962.96,64732.79,4134678.98,310.979722222222,872.988183760684,2.51068376068376,33976.4788888889,0.0374627043114244,0.0133451306640523,1,5
"377",589,2722452.83,49475.28,382716.49,189993.09,4177829.17,72.7389117647059,265.946392156863,1.59901960784314,7037.0628627451,0.00976863177302002,0.00267181531900797,1,1
"378",590,1807097.65,75751.82,647398.45,16172.72,2132772.68,1148.86088888889,2220.6408,2.31111111111111,39125.3296444444,0.122884383143324,0.0635749201980805,5,5
"379",591,3527352.16,2549028.72,127257.98,18428.35,1649675.17,1105.60476973684,2311.03703947368,1.91776315789474,49149.1652960526,0.0655176158955925,0.0313437592728718,5,5
"380",593,2138727.41,275769.05,305000.06,19267.15,3048594.76,1251.13298136646,3261.31347826087,3.01863354037267,26548.1211801242,0.152488506156138,0.0584989454718056,5,5
"381",595,5625797.27,1119730.13,112661.04,8652.38,8811766.36,1801.9897311828,3276.21241935484,1.86021505376344,53439.3111290323,0.0582355222223434,0.0320308330481805,5,3
"382",597,13335101.4,76849.63,3327644.76,6015796.72,7827571.43,334.270803654671,663.488991236248,1.92205854931941,11195.6099216856,0.004975507657079,0.00250669862663865,1,5
"383",599,16801830.51,197016.36,8759367.1,5277350.71,4971981.29,1272.38389413989,2235.40642722117,2.0168031926066,12850.5442302037,0.0133045409896899,0.00757288852177504,1,5
"384",600,10197393.09,444144.68,3669655.75,2854059.28,6394625.62,470.666386515816,831.871193719695,2.00785038097437,8285.0758531517,0.00815768487473003,0.00461555597947256,1,5
"385",601,14463204.21,357970.05,4897515.02,5001870.59,8275214.45,293.930960519569,580.15210733208,1.81729618868569,12419.0496615963,0.00401122807165342,0.00203226723658055,1,5
"386",602,16630250.71,524939.04,8073000.29,2229427.27,10880562.19,222.476157871784,526.298839947667,1.95595290013083,8076.35290449193,0.00316470779139364,0.00133777993940889,1,5
"387",603,7131165.39,98232.74,2266410.74,1984266.18,5367182.83,215.335956381838,273.574404719342,1.63532356095817,6958.56406864498,0.00383632113066644,0.00301964608314655,1,1
"388",604,1615859.87,394.21,372344.15,236658.79,2013982.57,227.995662650602,202.991596385542,2.1566265060241,567.527771084337,0.0125624505041729,0.0141098660152135,1,1
"389",605,2205003.77,2206.47,888937.98,463979.82,1692405.79,2448.21125827815,3041.95688741722,1.54304635761589,5337.01397350993,0.137956992582249,0.111029799204295,5,5
"390",606,2629739.64,1281.45,1345731.09,492042.63,1578619.72,248.404289693593,244.715947075209,2.31894150417827,1221.3528551532,0.00930571009209143,0.00944596514100511,1,1
"391",608,4302995.64,31066.77,1678699.8,384056.02,4276497.92,428.078459657702,653.54738735592,2.18896262661544,4031.42875305623,0.0151881954348418,0.00994838237060593,1,1
"392",609,17667452.81,309455.94,2993838.99,2653255.74,23003633.49,266.145416248746,712.337585255767,2.13340020060181,14154.6141273821,0.00403192012406325,0.00150641645465782,1,5
"393",610,43946578.84,641453.25,24438466.17,9360122.45,18037266.16,704.618760587239,1269.89349378882,1.992518351214,27280.5999520045,0.0028896299263982,0.0016033529325516,4,2
"394",611,20012440.66,35580.44,6506486.89,4393099.06,17441730.22,273.850773803091,505.281163946828,1.94196476818329,8791.74791202853,0.0025248352888649,0.00136840267739283,1,5
"395",612,17107029.99,120760.95,5521400.13,3480222.81,15757308.71,253.226565521841,977.499743247749,2.31410470156719,25139.1774358119,0.00571402367225142,0.00148024856254923,1,5
"396",614,2124266.41,358.82,759543.48,472335.15,1713974.7,232.377397260274,822.162328767123,0.0410958904109589,510.187671232877,0.038703353067995,0.0109391833418989,3,1
"397",615,14543992.91,92188.02,5763501.09,2183875.85,13000156.73,542.261898276229,950.853849755267,1.94552032347308,9696.68675250053,0.00653777718154338,0.00372842521054439,1,5
"398",616,18058340.65,113662.1,8888682.45,1871634.18,14504148.55,234.757154093098,384.586914927769,1.9,6892.7659117175,0.00212969132868677,0.00129999294311185,1,1
"399",618,16465947.08,90692.9,8963617.26,3333237.73,6757277.11,542.660935139938,971.324269213683,2.22301199466904,10544.5369124833,0.00589898816323466,0.00329565577068488,1,5
"400",620,13894656.35,32842.78,4326281.04,1800087.94,15270653.53,176.79610551827,552.330691648024,1.98023862788963,11875.9473676361,0.00397513027839673,0.00127240358498157,1,5
"401",621,13344302.5,71876.11,7137629.94,744516.36,10793070.17,971.569544757033,1555.79650127877,2.07877237851662,17483.155826087,0.0116588821429878,0.00728078177751916,1,5
"402",622,7827075.74,492918.61,2412590.57,2235582.37,5206540.86,124.822106866651,499.349578157956,1.58120459339114,9041.55426763534,0.00637977189368499,0.00159474765561232,1,1
"403",623,3778359,30462.42,1466955.55,1294844.37,1861794.39,152.896384129847,176.35788097385,1.92335437330929,3747.73447249775,0.00466757872859224,0.00404663464032525,1,1
"404",624,18456617.14,87207.51,6305163.53,7677437.01,8733184,157.646925951087,299.310611413043,1.84907155797101,4929.12984035326,0.00162169811045364,0.000854148540630599,1,5
"405",625,25622161.73,236454.54,19062198.8,1946338.75,7075842.03,437.639828342552,1748.26098416937,3.03070761014686,18147.8138317757,0.00682323764322507,0.00170805193158287,1,5
"406",626,24770988.25,590159.95,13250871.99,3461428.93,14985371.44,449.939983928366,929.898790035587,1.97474457582367,14479.5286901619,0.00375398341257373,0.00181639900430039,1,5
"407",628,24983313.17,199032.57,12661459.45,6617102.29,10137569.61,526.063430167598,665.713362112748,1.84885728796343,8108.52243575419,0.00266463201891148,0.00210565919174922,1,5
"408",629,7758176.21,417250.43,2559241.35,1573891.72,6262537.92,1273.4368574969,1672.55463444857,2.01908302354399,8524.43394795539,0.0215586059039586,0.0164141265037972,1,5
"409",630,7269620.95,132927.94,2859820.76,1134341.33,6152937.81,796.597682360743,884.886442307692,2.07493368700265,5187.86970490716,0.0121723876443337,0.0109578984632031,1,5
"410",631,3341743.49,9748.59,1094727.56,1311324.64,1850426.84,197.78243852459,191.374077868852,1.15368852459016,73.2531147540984,0.00572677341757468,0.00591854040013676,1,1
"411",632,14322419.32,78926.07,6651378.66,4113080.86,6890366.23,457.398704732014,679.641189039112,1.96450989859971,5521.98998309995,0.00474529598564435,0.00319358548658952,1,5
"412",634,21967094.71,205747.15,14231735.8,3584792.71,7809019.47,425.009589304181,688.914250258532,2.05466095435072,8490.02145073128,0.00313611908790524,0.00193475557380242,1,5
"413",636,18925143.83,809844.5,3705440.47,3219185.69,22561056.97,628.258471798168,982.420721516953,2.09448818897638,12233.1011280733,0.00519108721361276,0.00331970249442574,1,5
"414",638,18273985.87,189951.7,13528552.83,1727996.07,4252147.82,354.928585429598,671.552691930742,2.09343351845802,19533.7501502777,0.00367491086349812,0.00194226146367048,1,5
"415",640,18308906.35,330186.98,9932287.8,2814372.69,10462615.94,314.309857877639,526.531917975095,2.04940443963184,7459.63760016243,0.00287582397282345,0.00171670471118904,1,5
"416",641,2053033.19,1609.22,1386895.63,274532.15,797087.92,102.159594095941,31.8461808118081,1.26937269372694,3009.26075645756,0.00155117710551032,0.00497603227232488,1,1
"417",642,19544098.87,239151.71,6536623.32,6571572.55,12573108.71,415.787595016559,719.215693108343,1.89071124428324,10465.3998328339,0.00367996344007618,0.00212743292889696,1,5
"418",643,25332309.62,211980.49,14131710.92,3732379.89,14205941.11,166.69526842507,296.674886778051,1.9330845560173,5600.62448562463,0.00117113240453932,0.000658034229510061,1,5
"419",644,14192718.12,137720.11,6127326.02,3664825.9,7825925.09,335.986089604176,646.365145715528,1.9654197477164,9775.21471726838,0.0045542026569575,0.00236731320077944,1,5
"420",645,21938889.56,56043.05,7166775.71,8817276.31,11665194.98,67.1428350996185,188.518128868164,1.76108520559559,5724.69547774481,0.000859287469188411,0.000306044820162805,1,5
"421",646,24012431,649257.51,8423093.6,7023940.38,15914456.74,482.737343944637,855.113036678201,1.87501730103806,10118.4669536332,0.00356112647102745,0.00201036431481942,1,5
"422",647,63620804.62,330907.14,29206106.68,5950456.79,56812455.39,308.856629457078,605.128457954703,1.77969463536141,10428.2086175562,0.000951148702958203,0.000485464827585638,4,2
"423",649,5806044.33,150222.94,1753983.42,1233080.85,5342639.84,185.795338809035,276.079372249927,1.94837195658551,19812.1812437665,0.0047550338329905,0.00320003307327547,1,1
"424",650,2962509.29,2596.02,1778521,1025037.08,257985.91,2913.86847589425,2873.14930015552,1.900466562986,7312.01592534992,0.0969836384936879,0.0983581211282631,5,5
"425",651,16222660.84,38920.59,5149572.34,7419231.4,7181869.11,223.764679651461,720.016748675893,2.3048009567743,14647.1990261404,0.00443833940546027,0.00137933401837341,1,5
"426",652,1206689.24,4095.86,890096.79,251795.25,120998.98,9.65150326797386,416.608823529412,1.38562091503268,0,0.0345249472456895,0.000799833374496143,1,1
"427",654,42121230.75,197772.69,30500030.11,7042466.86,8414124.43,436.733787305591,1011.92203131568,1.84552332912989,15121.7465174443,0.00240240376004606,0.00103684954007568,4,2
"428",655,4716580.93,2222.46,2447982.55,2038264.43,396153.89,361.23528957529,394.594787644788,1.95945945945946,8012.55126769627,0.00836611930339098,0.00765883793655778,1,1
"429",657,15451362.77,275249.41,6451752.65,3378085.93,10691073.92,1544.06179199291,1650.76929531689,2.09321908701433,6133.20730979465,0.0106836485550775,0.00999304601786208,1,5
"430",660,5622862.34,10148.45,3486832.1,393342.14,3414027.87,309.765407942238,1015.06583393502,2.17906137184116,11240.1187364621,0.0180524752796103,0.00550903417532783,1,5
"431",661,9685338.99,119316.54,2743367.89,3956453.26,5286403.9,106.914223720244,299.706220771013,2.13208342110807,6659.56236570466,0.00309443191488141,0.00110387694050391,1,1
"432",662,10750428.77,212583.95,3549367.52,2249272.48,9152847.13,294.068433609959,516.721943983403,2.07053941908714,6694.69280705394,0.00480652404697904,0.00273541120918434,1,1
"433",663,2115727.34,2346.98,913522.08,907678.5,510884.71,115.599723320158,303.789565217391,0.699604743083004,172.202727272727,0.0143586349466653,0.00546382896957592,1,1
"434",664,14666584.22,69526.09,3064517.15,494405.82,22178444.26,260.447795570698,598.506477001704,0,13254.1978160136,0.00408074891893065,0.00177579040670929,3,4
"435",665,8213166.56,146920.92,2825182.35,3078546.26,4198221.99,327.475529207634,520.372897628687,2.09562367457104,5346.83637169848,0.00633583763128611,0.00398720185223706,1,1
"436",667,27690607.48,42236.27,20044080.94,2182312.22,10620414.39,571.166870063497,1194.10579371225,2.12265758091993,13625.1380517268,0.00431231346070942,0.00206267367184354,1,5
"437",668,15618240.29,1993475.02,3157792.24,2902497.21,14952598.9,735.383152838428,1145.8980349345,2.03777292576419,6872.68186462882,0.00733692153313962,0.00470848917153155,1,5
"438",669,3445959.44,51984.77,1076696.25,1514875.34,1585384.55,148.621888701518,47.7968128161889,1.59359190556492,1976.99835581788,0.0013870393325404,0.00431293203792084,1,1
"439",670,4031452.51,11816.08,2300295.65,1121217.07,1131869.85,97.2150371370695,156.836076975017,1.7407157326131,3908.03196488859,0.00389031190584499,0.00241141466744128,1,1
"440",671,9171831.82,549713.2,2797824.01,1332063.05,8665393.71,173.383894389439,397.730521452145,1.95676567656766,7803.33360066007,0.00433643495931596,0.00189039548251811,1,1
"441",672,6827745.65,16007.01,2830999.65,2741249.51,2105995.98,110.805131723381,153.378869374314,1.73819978046103,7835.99812294182,0.00224640572799184,0.0016228655460149,1,1
"442",675,17033812.68,20745.45,7718649.78,7435721.44,3685875.25,428.138616787174,716.150053442314,1.94860106884627,8347.3355328513,0.00420428512920757,0.00251346322065562,1,5
"443",678,4128588.83,125.17,1684679.73,2186651.13,478398.22,83.0675450590429,92.8902548166563,1.41516469857054,2673.01025481666,0.00224992748470562,0.00201200818195894,1,1
"444",679,21933743.25,9837.4,14075704.19,2826300.76,9065221.06,183.255699552442,492.479137964585,2.00797820587663,6640.46790718038,0.00224530365086946,0.000835496693216932,1,5
"445",680,1368140.62,0,694869.25,413118.25,505624.73,187.314966887417,509.216821192053,1.10927152317881,3914.88360927152,0.0372196259469332,0.0136912071865403,1,1
"446",681,191423.98,0,132624.58,42213.4,31418.07,573.478421052632,1058.30456140351,1.68421052631579,5518.9150877193,0.552858926767435,0.299585465234101,1,1
"447",682,7148728.27,307928.56,3471234.11,1145665.57,4601183.47,376.146781400966,602.259589371981,1.82065217391304,5450.85819444444,0.00842470949552515,0.00526173001958244,1,1
"448",686,17234278.95,420704.3,5576025.49,4565780.46,13033756.59,281.171029923452,489.709010670378,1.87137555091626,6793.46927974948,0.00284148244374551,0.00163146384446476,1,5
"449",687,15726269.56,623590.35,3836328.04,1815989.18,18785862.44,634.117545672357,913.150917939503,1.8230008984726,7709.66491913747,0.00580653227680973,0.00403221846893204,1,5
"450",688,24324690.51,129223.46,10174831.27,4926139.35,17704743.29,350.889830463223,612.629694299826,1.7655853691096,11543.4003938059,0.00251855082821289,0.00144252536458365,1,5
"451",690,14183297.5,140484.97,7621218.26,2393828,8075242.26,341.294712819393,578.585761083206,2.05175802576982,9240.24080366892,0.00407934587202451,0.00240631427789901,1,5
"452",691,8642961.27,93307.42,2866092,3276750.98,4310894.42,228.685520060848,374.067798060468,1.96824491348165,8624.56059707169,0.00432800502483876,0.00264591628860612,1,1
"453",693,11004146.8,290899.46,2677516,4964124.94,5800138.46,228.714897707666,445.867941828938,1.8755237860488,9401.62507024895,0.00405181746420302,0.00207844280764835,1,5
"454",695,16020729.07,220554.61,3354442.54,4241620.34,16021507.07,274.316296863045,511.854187069625,1.92616679418516,6070.30638293803,0.00319494939857706,0.00171225850998706,1,5
"455",696,2107542.4,7005.07,643294.08,636996.09,1637339.67,531.747251461988,503.02730994152,1.14619883040936,4572.9649122807,0.0238679568174534,0.025230678702454,1,1
"456",697,11110515.9,46771.9,6917792.54,916031.64,6534928.84,394.205429370629,718.57547972028,1.89034965034965,14924.7979188811,0.00646752577637083,0.00354803892923306,1,5
"457",698,3491878.87,7016.28,1458565.49,903342.81,2246589.74,166.632201426025,136.958707664884,1.58377896613191,3817.4562745098,0.00392220671918336,0.00477199260425734,1,1
"458",699,9115775.61,67450.37,4176431.98,2640204.05,4395898.94,158.46560087213,242.048535334103,1.92509939720405,3768.74115172502,0.00265527088082967,0.00173836662563626,1,1
"459",751,5195221,0,12219.11,493761.93,9224433.98,-0.666576533075809,0.237788507967166,0,358.525243843554,4.57706241884929e-06,-1.28305712707084e-05,3,1
"460",756,10824067.47,0,534335.44,1067821.24,18212688.68,81.3820894356571,153.936682288616,0,3055.6073891818,0.00142217038756703,0.00075186236284295,3,1
"461",757,44698208.45,0,5608843.55,6317152.03,64049086.6,93.2340834479596,441.039336084365,0,6419.44709032554,0.000986704727948363,0.000208585727887176,3,4
"462",758,5187410.33,0,1824270.33,196653.67,6212980.01,99.854077973819,342.693557199772,0,3836.76737336369,0.00660625505597457,0.00192493116259455,3,1
"463",759,25288994.65,0,3999649.12,3357037.74,34570732.23,179.403902255639,713.026490870032,0,8236.0164650913,0.00281951299661504,0.0007094149243123,3,4
"464",761,14896339.97,0,678492.29,1989074.22,23648311.94,136.557113963909,406.139820758145,0,4994.99832869081,0.00272644033082003,0.000916715879463843,3,4
"465",763,13608246.3,0,1026882.97,5699223.91,13537249.07,42.6481990212072,126.468858075041,0,5066.74281348559,0.000929354564041369,0.00031339967017798,3,4
"466",764,28780217.01,0,2562414.7,5089763.25,41954521.95,71.4104245121534,283.908676823006,0,7553.38075059911,0.000986471633359674,0.000248123301111111,3,4
"467",765,8224914.51,0,793993.71,2478837.64,9717910.39,48.6237929342493,118.17366781158,0,2838.17929097154,0.00143677685242688,0.000591176879408674,3,1
"468",768,44252571.31,0,3741953.32,6316455.54,66973105.84,52.6717443958776,267.638308537515,0,6539.17378433653,0.000604797191699084,0.000119025274321122,3,4
"469",769,25767721.98,0,3220078.36,6084839.8,30365269.92,91.5860748236737,381.649990800368,0,5974.36320147194,0.00148111653446351,0.000355429458974913,3,4
"470",770,7964051.03,0,1628688.78,1680388.78,9120552.81,1.64767435240535,38.1628323370339,0,1868.01906347851,0.000479188696723279,2.06888974743969e-05,3,1
"471",773,12097840.08,0,878035.44,300848.86,21703424.19,449.90279277165,854.521196902136,0,4063.12386294297,0.00706341951332965,0.0037188687385232,3,4
"472",774,34303542.66,0,1447742.17,6293432.79,52200481.74,72.595551835393,398.105073963597,0,7034.82795336945,0.00116053632684361,0.000211626981373104,3,4
"473",779,21943532.49,0,52064.73,2559184.66,33854640.27,302.168616824464,929.068343671781,0,7642.35832734792,0.00423390511119927,0.00137702813784502,3,4
"474",780,72372666.24,0,0,0,144329639.49,95.1927179517398,482.624676350137,0,9650.45703514923,0.000666860434227574,0.000131531312714202,3,4
"475",781,40586263.57,0,2890.28,0,80520085.18,132.350290428521,492.73190400823,0,7641.50465002176,0.0012140361311122,0.000326096267029492,3,4
"476",782,14210242.19,0,56771.55,3307123.61,20761043.01,400.526774193548,728.968817204301,2.33017077798861,4115.71304659498,0.0051298831325851,0.00281857809907987,1,5
"477",783,34400003.78,0,1473009.49,9962678.04,45237401.46,319.68122557422,1205.50198834419,2.09461775797052,11450.600896469,0.00350436586011384,0.000929305786181574,1,5
"478",784,3840134.19,0,46197.57,21107.13,7412423.82,521.043734439834,772.199784232365,1.54439834024896,1505.54907883817,0.0201086666774102,0.0135683730999992,1,1
"479",811,14303397.21,0,0,0,28265182.04,54.1278400891084,119.070776793065,0,4876.78647101555,0.000832465008451408,0.000378426462569786,3,1
"480",812,113061664.4,0,192465.34,20573745.56,173906049.93,185.064444609961,507.542563930682,0,6618.92990838671,0.000448907741296865,0.000163684521709518,6,2
"481",813,63030105.41,0,5218172.34,8905990.6,96460340.23,147.237999718204,670.017964963367,0,9174.7172595341,0.00106301260422304,0.000233599481962542,6,2
"482",814,7957709.96,0,552321.02,734057.37,13140666.13,30.3838559521937,109.133115269696,0,4996.31254442522,0.00137141358278025,0.000381816579203318,3,1
"483",816,70667996.64,0,3397792.12,9240573.85,113016557.07,122.323281967503,516.86341442953,0,8731.4221233663,0.00073139672695486,0.000173095726189391,6,2
"484",817,25191740.51,0,0,0,50183628.18,44.7939015531062,294.716667084168,0,5924.54941695892,0.00116989402525474,0.000177811856768392,3,4
"485",819,32901998.48,0,2753601.39,6414924.74,46961468.39,182.225673734011,638.699877343613,0,7475.01945330296,0.00194121909564812,0.000553843785035671,3,4
"486",820,30920838.97,0,785026.18,9041026.96,41889358.63,69.2045304245744,309.765218156916,0,5947.06436802974,0.00100180081936799,0.000223811942786281,3,4
"487",821,10370800.58,0,930487.81,276420.99,18162676.92,62.8646297607249,212.529226957384,0,2846.15523856718,0.00204930395988179,0.000606169497482758,3,1
"488",822,30984625.77,0,769543.59,5569357.93,48473214.33,77.794206460247,217.354080540179,0,5018.276391508,0.000701490094324863,0.000251073571253422,3,4
"489",825,699974.92,0,0,0,1391674.97,35.4161194029851,545.165298507463,1.65671641791045,5685.58970149254,0.0778835473858781,0.00505962690820195,1,1
"490",827,4825925.28,0,0,0,9542542.57,30.7443899959333,117.618936559577,0,3287.42591703945,0.00243723078446787,0.000637067260932256,3,1
"491",828,16263762.96,0,6640.37,1937644.54,28164839.66,290.146791591983,880.791437184292,2.10412253544077,9568.21625386997,0.00541566819038472,0.00178400774965539,1,5
"492",829,831239.34,0,14334.89,63146.19,1295653.74,4.55642857142857,187.667402597403,1.94588744588745,4981.05324675325,0.0225768191622647,0.000548148812522344,1,1
